headline,snippet,pub_date,web_url
Investors Cheer as Federal Reserve Eases Anxiety Over Monetary Policy,Bernanke’s upbeat comments seemed to offset a surprising drop in home sales.,2010-02-24T13:42:24+0000,https://www.nytimes.com/2010/02/25/business/25markets.html
Greek Debt and U.S. Job Sector Weigh on Investors,"A tense day for Wall Street ended with a tinge of hope, as a rise in commodity prices helped temper anxiety about Greek debt and the American jobs market, The New York Times reported.",2010-02-26T09:44:51+0000,https://dealbook.nytimes.com/2010/02/26/greek-debt-and-a-weak-job-sector-weigh-on-investors/
Greek Debt and a Weak Job Sector Weigh on Investors,"A worrisome foursome weighed on Wall Streets: Greece’s debt, disappointing jobless filings, U.S. durable goods results and worsening economic sentiment in Europe.",2010-02-25T13:37:31+0000,https://www.nytimes.com/2010/02/26/business/26markets.html
Investors Cheer as Fed Eases Anxiety Over Rates,"A pledge from the chairman of the Federal Reserve to keep interest rates low helped galvanize the equity markets on Wednesday, The New York Times reported.",2010-02-25T10:16:04+0000,https://dealbook.nytimes.com/2010/02/25/investors-cheer-as-fed-eases-anxiety-over-rates/
Investors Cheer as Federal Reserve Eases Anxiety Over Monetary Policy,Bernanke’s upbeat comments seemed to offset a surprising drop in home sales.,2010-02-24T13:42:24+0000,https://www.nytimes.com/2010/02/25/business/25markets.html
Europe's Recovery Shows Signs of Stalling,Downbeat economic reports from around the Continent and a somber assessment from the governor of the Bank of England sent markets in a broad retreat.,2010-02-23T20:18:20+0000,https://www.nytimes.com/2010/02/24/business/global/24euro.html
"Reassured About Inflation, Investors Push Shares Higher",Indications that inflation remained largely in check helped calm investors concerned about the Fed’s efforts to reduce some of its emergency financial aid.,2010-02-19T15:09:30+0000,https://www.nytimes.com/2010/02/20/business/20markets.html
Shares Improve on Growing Signs of a Recovery,"Wall Street investors, buoyed by signs of stability in the housing and manufacturing sectors, seemed optimistic about the speed of economic renewal on Wednesday as worries about mounting debt burdens abroad began to subside, The New York Times rep...",2010-02-18T09:50:41+0000,https://dealbook.nytimes.com/2010/02/18/shares-improve-on-growing-signs-of-a-recovery/
Shares Improve on Growing Signs of a Recovery,Concerns about Greece and its debt problems eased on Wednesday after a meeting of European finance ministers.,2010-02-17T13:40:03+0000,https://www.nytimes.com/2010/02/18/business/18markets.html
Prospect of Aid for Greece Gives Wall Street a Boost,"A promise by European leaders to come to the aid of their weaker brethren calmed American markets on Thursday, helping stocks overcome an early wave of pessimism.",2010-02-12T09:19:35+0000,https://dealbook.nytimes.com/2010/02/12/prospect-of-aid-for-greece-gives-wall-street-a-boost/
Prospect of Aid for Greece Gives Wall Street a Boost,"Despite a lack of detail, investors turned euphoric over the prospect that Europe might be moving toward a formal plan to avert a debt default.",2010-02-11T13:52:33+0000,https://www.nytimes.com/2010/02/12/business/12markets.html
Shares Toss and Turn for Most of the Day,"A heap of uncertainty greeted Wall Street on Wednesday, setting the stage for an up-and-down day that left investors searching for a sense of direction.",2010-02-11T09:39:53+0000,https://dealbook.nytimes.com/2010/02/11/shares-toss-and-turn-for-most-of-the-day/
Shares Toss and Turn for Most of the Day,The ripple from the Fed chairman’s comments came as investors waited for details about a potential rescue package for Greece.,2010-02-10T12:45:09+0000,https://www.nytimes.com/2010/02/11/business/11markets.html
"Dow Industrials Close Below 10,000","The Dow Jones industrial average, a closely watched barometer of the economy’s health, dipped below the 10,000 threshold on Monday, delivering a psychological setback as investors braced for more market volatility.",2010-02-09T10:22:47+0000,https://dealbook.nytimes.com/2010/02/09/dow-industrials-close-below-10000/
"Dow Industrials Close Below 10,000","The Dow Jones industrial average dipped below the 10,000 threshold as investors sought to overcome fears of a faltering global recovery.",2010-02-08T14:02:17+0000,https://www.nytimes.com/2010/02/09/business/09markets.html
Markets Sag in Europe After Sharp Sell-Off in Asia,Continued worries about government debt in several European countries and the state of the U.S. labor market took their toll on European markets.,2010-02-05T04:21:14+0000,https://www.nytimes.com/2010/02/06/business/global/06markets.html
Lackluster Economic News Pushes Market Lower,"Wall Street was hit with a string of disappointments on Thursday: a weaker-than-expected unemployment picture, a tepid recovery in manufacturing and skepticism about the technology sector, including concerns about Apple’s new tablet.",2010-01-29T10:21:55+0000,https://dealbook.nytimes.com/2010/01/29/lackluster-economic-news-pushes-the-markets-lower/
Lackluster Economic News Pushes the Markets Lower,The latest economic data on durable goods sales and jobless claims seemed to give the markets a reason to pause.,2010-01-28T14:35:31+0000,https://www.nytimes.com/2010/01/29/business/29markets.html
"Wall St. Ends Higher, but Concerns Persist",Wall Street shares closed higher on Monday as investors tried to look beyond the blistering losses of the previous week.,2010-01-26T08:21:45+0000,https://dealbook.nytimes.com/2010/01/26/wall-st-ends-higher-after-3-day-fall-but-concerns-persist/
Drug Companies and a Pivotal Senate Race Help Lead the Markets Higher,"Investors, pondering the Senate race in Massachusetts, expect the dynamics of the health care debate to change.",2010-01-19T13:51:59+0000,https://www.nytimes.com/2010/01/20/business/20market.html
Europe Markets Rise Amid Rumors on Deals,European stock markets rose Monday as speculation of a pickup in corporate deal making kept investors interested on a day Wall Street was closed for the Martin Luther King public holiday and Greece’s budgetary woes continued to weigh on the euro.,2010-01-19T08:09:13+0000,https://dealbook.nytimes.com/2010/01/19/europe-markets-rise-amid-rumors-on-deals/
Shares Post Small Gains Despite Weak Jobs Report,Wall Street had wandered much of the day after the U.S. government reported that employers cut more jobs than expected last month.,2010-01-08T14:32:41+0000,https://www.nytimes.com/2010/01/09/business/09markets.html
"Shares End Mostly Higher, Helped by Retail Data","Wall Street traders set aside worries about looming interest rate increases on Thursday and focused on stronger-than-expected holiday sales, helping cement modest gains for stocks.",2010-01-08T11:00:33+0000,https://dealbook.nytimes.com/2010/01/08/shares-end-mostly-higher-helped-by-retail-data/
"Shares End Mostly Higher, Helped by Stronger Retail Data","Traders seem hesitant about several sectors, particularly the housing and labor markets, and are waiting for signals on higher interest rates.",2010-01-07T14:33:27+0000,https://www.nytimes.com/2010/01/08/business/08markets.html
Wall St. Ends Mixed on Sliding Home Sales,"Major stock indexes ended mixed Tuesday, a day after the Dow Jones industrials soared more than 150 points on upbeat manufacturing reports in the United States and China. Uncertainty over crucial reports this week on employment and the service ind...",2010-01-06T08:48:40+0000,https://dealbook.nytimes.com/2010/01/06/wall-st-ends-mixed-on-disappointing-home-sales/
"Stocks Start Year Mixed in Asia, but Up in Europe","Global stocks started 2010 on a mostly positive note, rising modestly in Europe after a mixed session in Asia.",2010-01-04T12:05:56+0000,https://dealbook.nytimes.com/2010/01/04/stocks-start-year-mixed-in-asia-but-up-in-europe/
Wall Street Extends Its Winning Streak to 6 Days,"Markets kept their winning streak alive for at least one more day on Monday, regaining some momentum in the final minutes of the day to end higher.",2009-12-28T12:36:42+0000,https://www.nytimes.com/2009/12/29/business/29markets.html
European Shares Rise in Christmas Week Rally,"The Christmas week rally continued Wednesday in Europe. Shares in London, Frankfurt and Paris were higher in afternoon trading, and Wall Street looks to join them.",2009-12-23T15:28:44+0000,https://dealbook.nytimes.com/2009/12/23/european-shares-rise-in-christmas-week-rally/
"As Holiday Slowdown Nears, Markets Climb on a Choppy Day of Trading",Nasdaq got a lift after Oracle and Research In Motion both beat analysts’ forecasts in earnings reports late Thursday.,2009-12-18T13:54:34+0000,https://www.nytimes.com/2009/12/19/business/19markets.html
Surprising Jobs Report Gives the Dollar a Boost,"After surging more than 1 percent on a better-than-expected jobs report, shares on Wall Street fell back.",2009-12-04T13:22:11+0000,https://www.nytimes.com/2009/12/05/business/05markets.html
Results Hold Steady on Fed’s Upbeat Report,The stock market struggled but held its ground Wednesday as an upbeat assessment of the economy from the Federal Reserve offset drops in bank and energy stocks.,2009-12-03T10:38:29+0000,https://dealbook.nytimes.com/2009/12/03/results-hold-steady-on-feds-upbeat-report/
Light increase in European stocks,,2009-12-03T05:00:00+0000,https://www.nytimes.com/2009/02/23/business/worldbusiness/23iht-23market.20371125.html
"Markets Rise, With Spending and Dubai Weighing In","Despite a lackluster day, the Dow Jones industrial average and the Standard & Poor’s 500-stock index rose more than 5 percent in November.",2009-12-01T09:42:43+0000,https://dealbook.nytimes.com/2009/12/01/markets-rise-with-spending-and-dubai-weighing-in/
"Markets Rise, With Spending and Dubai Weighing In",Wall St. shares fluctuated as investors gauged the fallout from Dubai’s debt crisis and weighed results from the first weekend of holiday shopping.,2009-11-30T13:52:36+0000,https://www.nytimes.com/2009/12/01/business/01iht-markets.html
"Markets Rise, With Spending and Dubai Weighing In",Wall St. shares fluctuated as investors gauged the fallout from Dubai’s debt crisis and weighed results from the first weekend of holiday shopping.,2009-11-30T05:00:00+0000,https://www.nytimes.com/2009/12/01/business/01iht-markets.html
U.A.E. Pledge Calms Markets but Dubai Fears Remain,"Asian stocks rose and European and U.S. government bond prices held relatively stable, suggesting that the fear of a major contagion was contained. Stocks in Dubai and Abu Dhabi were sharply down.",2009-11-29T05:00:00+0000,https://www.nytimes.com/2009/12/01/business/global/01iht-markets.html
Dubai’s Move on Debt Rattles Markets Worldwide,"Dubai’s request to suspend debt repayments sent European markets spiraling downward, though some analysts suggested fears of contagion were unfounded.",2009-11-27T02:05:09+0000,https://www.nytimes.com/2009/11/27/business/global/27dubai.html
Shares Finish Lower on Doubts About Recovery,Investors are increasingly wondering about the speed of the economy recovery and they are questioning the fast-paced rise of technology stocks.,2009-11-20T14:49:33+0000,https://www.nytimes.com/2009/11/21/business/21markets.html
Shares Drop Slightly on Disappointing Economic Data,U.S. stocks drifted lower after a report showed that housing starts dropped unexpectedly in October.,2009-11-18T14:56:02+0000,https://www.nytimes.com/2009/11/19/business/19markets.html
Desperately Seeking Dad: A Murder Mystery,"Though Ed Lazar’s younger son, Zachary, did not know his father well, he has written a pungent-sounding but maddeningly vague book about Ed’s murder.",2009-11-16T22:48:23+0000,https://www.nytimes.com/2009/11/17/books/17book.html
"Dollar’s Drop Lifts Shares, Gold and Oil","News that the dollar had weakened to a 15-month low set off a chain reaction that, by the end of Wednesday, had energized three pillars of the U.S. economy — stocks, gold and oil.",2009-11-12T07:11:52+0000,https://dealbook.nytimes.com/2009/11/12/dollars-drop-lifts-shares-gold-and-oil/
"Dollar’s Drop Lifts Shares, Gold and Oil","The bond market was closed for Veterans Day, as stock market indexes gained.",2009-11-11T13:25:22+0000,https://www.nytimes.com/2009/11/12/business/12markets.html
"Europe and Asia rise slightly, unsure about government measures",,2009-11-09T05:00:00+0000,https://www.nytimes.com/2009/02/19/business/worldbusiness/19iht-19eumarkets.20301672.html
Seeing the Glass Half Full Despite the Day’s Reports,The market had been expecting unemployment to top 10 percent before peaking. But the pace of job losses has accelerated and the rate is likely to go higher.,2009-11-06T14:28:54+0000,https://www.nytimes.com/2009/11/07/business/07markets.html
Société Générale Profit More Than Doubles,"Société Générale, the French bank, reported Wednesday that its third-quarter profit more than doubled, making it the latest big international lender to benefit from a strong rebound in financial markets.",2009-11-04T12:26:32+0000,https://dealbook.nytimes.com/2009/11/04/societe-generales-profit-more-than-doubles/
Société Générale’s Profit More Than Doubles,The bank is the latest big international lender to benefit from a strong rebound in financial markets.,2009-11-04T09:50:06+0000,https://www.nytimes.com/2009/11/05/business/global/05socgen.html
Shares Regain Modestly on Manufacturing Uptick,"Shares showed modest gains on Monday, the first day of trading since the market took one of its steepest plunges in months. Signs that manufacturing in the United States was on a path to recovery helped buoy shares.",2009-11-03T09:34:35+0000,https://dealbook.nytimes.com/2009/11/03/shares-regain-modestly-on-manufacturing-uptick/
Shares Regain Modestly on Manufacturing Uptick,"Stocks retreated from early gains on Monday, despite signs that manufacturing in the United States was on a path to recovery.",2009-11-02T15:11:56+0000,https://www.nytimes.com/2009/11/03/business/03markets.html
Markets Surge After U.S. Growth Report,"The news that the United States economy had grown for the first time in a year electrified investors on Thursday, sending stocks up after four days of sizable declines.",2009-10-30T08:42:29+0000,https://dealbook.nytimes.com/2009/10/30/markets-surge-after-us-growth-report/
Markets Surge After U.S. Growth Report,"The news that the United States economy had grown for the first time in a year electrified investors on Thursday, sending stocks up after four days of sizable declines.",2009-10-30T08:42:29+0000,https://dealbook.blogs.nytimes.com/2009/10/30/blogs/30dealbook-markets-136627.html
Markets Surge After U.S. Growth Report,Stocks closed 2 percent higher as investors cheered better-than-expected growth in the economy.,2009-10-29T13:48:30+0000,https://www.nytimes.com/2009/10/30/business/30markets.html
Markets Surge After U.S. Growth Report,"The news that the United States economy had grown for the first time in a year electrified investors on Thursday, sending stocks up after four days of sizable declines.",2009-10-30T08:42:29+0000,https://dealbook.nytimes.com/2009/10/30/markets-surge-after-us-growth-report/
Markets Surge After U.S. Growth Report,"The news that the United States economy had grown for the first time in a year electrified investors on Thursday, sending stocks up after four days of sizable declines.",2009-10-30T08:42:29+0000,https://dealbook.blogs.nytimes.com/2009/10/30/blogs/30dealbook-markets-136627.html
Markets Surge After U.S. Growth Report,Stocks closed 2 percent higher as investors cheered better-than-expected growth in the economy.,2009-10-29T13:48:30+0000,https://www.nytimes.com/2009/10/30/business/30markets.html
Weak Home Sales Trump Strength in Durable Goods,The Dow Jones industrial average fell 119.48 points as investors digested gloomy numbers on sales of new homes and were unmoved by a report that showed a rise in United States durable goods orders.,2009-10-28T13:42:06+0000,https://www.nytimes.com/2009/10/29/business/29markets.html
Trading Gains on Profits Despite Job Loss Reports,Stocks fluctuated as investors sorted through a disappointing reading on the labor market and more earnings reports.,2009-10-22T14:12:14+0000,https://www.nytimes.com/2009/10/23/business/23markets.html
"Dow Slips Back Below 10,000 After Earnings Reports Disappoint",Wall Street lost ground after a bigger-than-expected loss at Bank of America and a weak report from General Electric.,2009-10-16T13:46:09+0000,https://www.nytimes.com/2009/10/17/business/17markets.html
Merger News Sends Wall St. Higher,"Wall Street bounded higher Monday on signs that companies once again had enough cash, credit and confidence to undertake big-ticket deals.",2009-09-29T08:15:55+0000,https://dealbook.blogs.nytimes.com/2009/09/29/blogs/29dealbook-merger-n120497.html
Merger News Sends Wall St. Higher,"Wall Street bounded higher Monday on signs that companies once again had enough cash, credit and confidence to undertake big-ticket deals.",2009-09-29T08:15:55+0000,https://dealbook.nytimes.com/2009/09/29/merger-news-sends-wall-st-higher/
Merger News Sends Wall St. Higher,"Stocks bounded higher on signs that companies once again had enough cash, credit and confidence to undertake big-ticket deals.",2009-09-28T12:25:20+0000,https://www.nytimes.com/2009/09/29/business/29markets.html
"After Fed Report, Shares Extend Rally to 4 Days",The stock market extended its gains to a fourth day after the Federal Reserve said the U.S. economy was stabilizing.,2009-09-10T09:10:12+0000,https://dealbook.nytimes.com/2009/09/10/after-fed-report-shares-extend-rally-to-4-days/
"After Fed Report, Shares Extend Rally to 4 Days",The stock market extended its gains to a fourth day after the Federal Reserve said the U.S. economy was stabilizing.,2009-09-10T09:10:12+0000,https://dealbook.blogs.nytimes.com/2009/09/10/blogs/10dealbook-after-fe112465.html
Kraft’s Bid for Cadbury Propels European Stocks,"Investors jumped into equities on Monday, sending shares up around the world, while the dollar weakened as demand for riskier assets took hold.",2009-09-08T06:07:17+0000,https://dealbook.nytimes.com/2009/09/08/krafts-bid-for-cadbury-propels-european-stocks/
Kraft's Bid for Cadbury Propels European Stocks,"Investors jumped into equities on Monday, sending shares up around the world, while the dollar weakened as demand for riskier assets took hold.",2009-09-08T06:07:17+0000,https://dealbook.blogs.nytimes.com/2009/09/08/blogs/08dealbook-krafts-b111353.html
"Like Other Markets, U.S. Follows Shanghai Lower",Chinese stocks fell on concern that any slackening in lending there could dampen a pocket of growth amid a struggling world economy.,2009-08-31T11:44:19+0000,https://www.nytimes.com/2009/09/01/business/01markets.html
Home Sales Lift Markets to Highest Close of ’09,Shares jumped after a report showed existing home sales rose more than expected in July.,2009-08-21T13:44:57+0000,https://www.nytimes.com/2009/08/22/business/22markets.html
Shares Close Lower Amid Some Profit-Taking,Markets gave back on Friday much of what they had gained on Wednesday after the Fed offered an optimistic read of the economy.,2009-08-14T12:59:14+0000,https://www.nytimes.com/2009/08/15/business/15markets.html
Retail Sales Give Investors Reason to Pause,The markets closed up despite reports showing consumer spending fell in July and more workers filing for unemployment benefits.,2009-08-13T12:25:42+0000,https://www.nytimes.com/2009/08/14/business/14markets.html
Wall Street Maintains Gains After Fed Decision,"Optimistic investors took advantage of a two-day decline on Wall Street to jump back into the market, pushing stock indexes sharply higher.",2009-08-12T13:01:48+0000,https://www.nytimes.com/2009/08/13/business/13markets.html
Markets Stir Only Mildly on Report of Rising Home Sales,Concerns about coming earnings overshadowed a report indicating that new-home sales rose sharply in June.,2009-07-27T06:37:56+0000,https://www.nytimes.com/2009/07/28/business/28markets.html
"Markets, Buoyed by Data, Gain Momentum","Most Americans are still waiting for this painful recession to end. But on Wall Street, new signs that the economy just may be turning heartened investors on Monday.The broad stock market leapt to its highest level since the bleak days of November...",2009-07-21T09:50:45+0000,https://dealbook.blogs.nytimes.com/2009/07/21/blogs/21dealbook-markets-90823.html
"Markets, Buoyed by Data, Gain Momentum",,2009-07-21T09:50:45+0000,https://dealbook.nytimes.com/2009/07/21/markets-buoyed-by-data-gain-momentum/
"Markets, Buoyed by Leading Indicators, Gain Momentum",Upbeat investors welcomed reports that the CIT Group was close to securing enough financing to avoid bankruptcy.,2009-07-20T11:33:22+0000,https://www.nytimes.com/2009/07/21/business/21markets.html
Shares Rise for a 4th Day as Earnings Stay Strong,"After dallying for much of the session, the stock market closed higher for a fourth straight day as investors were encouraged again by strong profits on Wall Street.",2009-07-17T08:06:57+0000,https://dealbook.blogs.nytimes.com/2009/07/17/blogs/17dealbook-shares-r89663.html
Shares Rise for a 4th Day as Earnings Stay Strong,"After dallying for much of the session, the stock market closed higher for a fourth straight day as investors were encouraged again by strong profits on Wall Street.",2009-07-17T08:06:57+0000,https://dealbook.nytimes.com/2009/07/17/shares-rise-for-a-4th-day-as-earnings-stay-strong/
Shares Rise for a 4th Day as Earnings Stay Strong,"As earnings season nears its height, investors looked beyond their concerns about the CIT Group’s possible collapse.",2009-07-16T13:51:53+0000,https://www.nytimes.com/2009/07/17/business/17markets.html
Intel’s Earnings Help Drive a Rally,The market’s buoyant mood spread beyond technology as investors latched onto hopes that consumer spending may recover in time to give the economy a kick start.,2009-07-15T13:44:01+0000,https://www.nytimes.com/2009/07/16/business/16markets.html
Earnings Worries Push Markets Lower,Shares pulled back as traders decided to sell amid the uncertainty about coming earnings reports.,2009-07-10T12:46:33+0000,https://www.nytimes.com/2009/07/11/business/11markets.html
Markets Fall After Jobs Report,"Wall Street ended the week with a sharp decline, spurred by the June jobless report. The Dow fell by more than 220 points.",2009-07-02T12:28:38+0000,https://www.nytimes.com/2009/07/03/business/03markets.html
Wall Street Takes in Mixed Messages,"Investors took in economic information from all sides Wednesday, and traders found new reasons to worry in a warning from FedEx and a downgrade of 22 banks.",2009-06-18T08:18:44+0000,https://dealbook.nytimes.com/2009/06/18/wall-street-takes-in-mixed-messages/
Wall Street Takes in Mixed Messages,"Investors took in economic information from all sides Wednesday, and traders found new reasons to worry in a warning from FedEx and a downgrade of 22 banks.",2009-06-18T08:18:44+0000,https://dealbook.blogs.nytimes.com/2009/06/18/blogs/18dealbook-wall-str76139.html
European Markets Edge Up After a Down Day in Asia,"Stocks ticked up in Europe after a strong showing from a widely watched German business confidence indicator, but Asian markets fell.",2009-06-16T11:21:31+0000,https://dealbook.blogs.nytimes.com/2009/06/16/blogs/16dealbook-european75047.html
European Markets Edge Up After a Down Day in Asia,"Stocks ticked up in Europe after a strong showing from a widely watched German business confidence indicator, but Asian markets fell.",2009-06-16T11:21:31+0000,https://dealbook.nytimes.com/2009/06/16/european-markets-edge-up-after-a-down-day-in-asia/
Asian Stocks Mixed on Weak Economic Data,"Asian stock markets were mixed Thursday, with the Nikkei index pulling back from its first move above 10,000 in eight months.",2009-06-11T10:25:17+0000,https://dealbook.nytimes.com/2009/06/11/asian-stocks-mixed-on-weak-economic-data/
Asian Stocks Mixed on Weak Economic Data,"Asian stock markets were mixed Thursday, with the Nikkei index pulling back from its first move above 10,000 in eight months.",2009-06-11T10:25:17+0000,https://dealbook.blogs.nytimes.com/2009/06/11/blogs/11dealbook-asian-st73061.html
Shares Slide on Interest Rate Concerns,"Stock markets slid slightly lower, undoing early gains as investors worried about rising interest rates on government bonds and home mortgages.",2009-06-11T09:20:05+0000,https://dealbook.nytimes.com/2009/06/11/shares-slide-on-interest-rate-concerns/
Shares Slide on Interest Rate Concerns,"Stock markets slid slightly lower, undoing early gains as investors worried about rising interest rates on government bonds and home mortgages.",2009-06-11T09:20:05+0000,https://dealbook.blogs.nytimes.com/2009/06/11/blogs/11dealbook-shares-s72933.html
Shares Slide on Interest Rate Concerns,"Investors pulled away from government debt, even as an auction of 10-year Treasury notes drew relatively strong demand.",2009-06-10T12:21:49+0000,https://www.nytimes.com/2009/06/11/business/11markets.html
Markets Mixed as Investors Weigh Economic Data,Asian markets were mixed Thursday as the looming bankruptcy of auto giant General Motors and sliding retail sales in Japan undercut optimism about a global recovery. European shares opened lower.,2009-05-28T11:31:12+0000,https://dealbook.blogs.nytimes.com/2009/05/28/blogs/28dealbook-markets-66279.html
Markets Mixed as Investors Weigh Economic Data,Asian markets were mixed Thursday as the looming bankruptcy of auto giant General Motors and sliding retail sales in Japan undercut optimism about a global recovery. European shares opened lower.,2009-05-28T11:31:12+0000,https://dealbook.nytimes.com/2009/05/28/markets-mixed-as-investors-weigh-economic-data/
Asian and European Stocks Follow Wall Street Higher,World stock markets shot higher Wednesday after a report showing Americans more optimistic about their economy strengthened hopes that the global recession would soon abate.,2009-05-27T11:00:19+0000,https://dealbook.blogs.nytimes.com/2009/05/27/blogs/27dealbook-asian-an65687.html
Asian and European Stocks Follow Wall Street Higher,World stock markets shot higher Wednesday after a report showing Americans more optimistic about their economy strengthened hopes that the global recession would soon abate.,2009-05-27T11:00:19+0000,https://dealbook.nytimes.com/2009/05/27/asian-and-european-stocks-follow-wall-street-higher/
European Shares Fall on Gloomy Report,Stocks and the euro fell Monday in Europe after a report from Germany showed a gloomy environment for manufacturers.,2009-05-26T11:01:44+0000,https://dealbook.nytimes.com/2009/05/26/european-shares-fall-on-gloomy-report/
European Shares Fall on Gloomy Report,Stocks and the euro fell Monday in Europe after a report from Germany showed a gloomy environment for manufacturers.,2009-05-26T11:01:44+0000,https://dealbook.blogs.nytimes.com/2009/05/26/blogs/26dealbook-european65105.html
European Shares Fall on Gloomy Report,Research from Germany showed a lackluster environment for manufacturers. Asian shares held up well despite the shock of a North Korean nuclear test.,2009-05-25T09:31:18+0000,https://www.nytimes.com/2009/05/26/business/global/26markets.html
Market Rally Fades in Asia; European Shares Gain,"European stocks rose Friday, recovering from a sharp fall Thursday and shrugging off overnight losses in the U.S. and Asia as investors clung to hopes that the global recession is bottoming out and looked for bargains ahead of the weekend.",2009-05-22T11:52:00+0000,https://dealbook.nytimes.com/2009/05/22/market-rally-fades-in-asia-european-shares-gain/
Market Rally Fades in Asia; European Shares Gain,"European stocks rose Friday, recovering from a sharp fall Thursday and shrugging off overnight losses in the U.S. and Asia as investors clung to hopes that the global recession is bottoming out and looked for bargains ahead of the weekend.",2009-05-22T11:52:00+0000,https://dealbook.blogs.nytimes.com/2009/05/22/blogs/22dealbook-market-r64767.html
Economic Reality Check Lowers Thursday's Markets,Another bad signal from the job market and concern over a possible downgrade of British government debt sent stocks sharply lower Thursday.,2009-05-22T10:51:00+0000,https://dealbook.blogs.nytimes.com/2009/05/22/blogs/22dealbook-economic64593.html
Economic Reality Check Lowers Thursday’s Markets,Another bad signal from the job market and concern over a possible downgrade of British government debt sent stocks sharply lower Thursday.,2009-05-22T10:51:00+0000,https://dealbook.nytimes.com/2009/05/22/economic-reality-check-sends-markets-lower/
Asian Stocks Up but Caution Lingers; Europe Mixed,"World stock markets were mostly higher Wednesday after Wall Street rallied towards the end of the previous day, though investors remained cautious ahead of key U.S. consumer news.",2009-05-13T11:32:09+0000,https://dealbook.blogs.nytimes.com/2009/05/13/blogs/13dealbook-asian-st60725.html
Asian Stocks Up but Caution Lingers; Europe Mixed,"World stock markets were mostly higher Wednesday after Wall Street rallied towards the end of the previous day, though investors remained cautious ahead of key U.S. consumer news.",2009-05-13T11:32:09+0000,https://dealbook.nytimes.com/2009/05/13/asian-stocks-up-but-caution-lingers-europe-mixed/
Asian Stocks Up but Caution Lingers; Europe Mixed,"World stock markets were mostly higher Wednesday after Wall Street rallied towards the end of the previous day, though investors remained cautious ahead of key U.S. consumer news.",2009-05-13T11:32:09+0000,https://dealbook.blogs.nytimes.com/2009/05/13/blogs/13dealbook-asian-st60725.html
Asian Stocks Up but Caution Lingers; Europe Mixed,"World stock markets were mostly higher Wednesday after Wall Street rallied towards the end of the previous day, though investors remained cautious ahead of key U.S. consumer news.",2009-05-13T11:32:09+0000,https://dealbook.nytimes.com/2009/05/13/asian-stocks-up-but-caution-lingers-europe-mixed/
Global Markets Mixed as Investors Await U.S. Bank Stress Tests,"Investors in the Asia-Pacific region and in Europe on Wednesday - much like their counterparts in the United States - were holding their breath for the American government's assessment of leading financial institutions on Thursday, leaving stock m...",2009-05-06T11:21:38+0000,https://dealbook.blogs.nytimes.com/2009/05/06/blogs/06dealbook-global-m57785.html
Global Markets Mixed as Investors Await U.S. Bank Stress Tests,,2009-05-06T11:21:38+0000,https://dealbook.nytimes.com/2009/05/06/global-markets-mixed-as-investors-await-us-bank-stress-tests/
European Stocks Steady Ahead of Citigroup Earnings,,2009-04-17T11:08:38+0000,https://dealbook.nytimes.com/2009/04/17/european-stocks-steady-ahead-of-citigroup-earnings/
Day of Worry on Wall Street; Shares End Lower,,2009-04-15T11:02:44+0000,https://dealbook.nytimes.com/2009/04/15/day-of-worry-on-wall-street-shares-end-lower/
Day of Worry on Wall Street; Shares End Lower,Stocks fell sharply as two disappointing economic reports outweighed good earnings reports from Goldman Sachs and Johnson & Johnson.,2009-04-14T12:04:17+0000,https://www.nytimes.com/2009/04/15/business/15markets.html
"As Stocks Surge, Fears Linger About the Economy",The sudden turnaround has investors wondering if the markets have bottomed out or if larger problems are being ignored.,2009-04-09T12:31:34+0000,https://www.nytimes.com/2009/04/10/business/10markets.html
Are Corporate Tax Loopholes Ripe for a Crackdown?,,2009-04-08T11:18:22+0000,https://dealbook.nytimes.com/2009/04/08/are-corporate-tax-loopholes-ripe-for-a-crackdown/
"Corporate Tax Loopholes Ripe for Crackdown, Some Say",A patchwork of divergent tax rates allows multinational corporations to shift revenue away from countries that impose a higher tax burden.,2009-04-07T19:07:58+0000,https://www.nytimes.com/2009/04/08/business/global/08tax.html
Earnings Concerns Push Shares Lower,,2009-04-07T10:59:56+0000,https://dealbook.nytimes.com/2009/04/07/earnings-concerns-push-shares-lower/
Earnings Concerns Push Shares Lower,"Traders hunkered down for a rough corporate earnings season, and a $7 billion technology deal appeared likely to collapse.",2009-04-06T13:02:41+0000,https://www.nytimes.com/2009/04/07/business/07markets.html
Developer Continues to Back Mexico Projects,"A steady stream of bad news has some builders shutting down construction in Mexico, but Colorado-based developer Pat Butler continues to invest in his projects in San Felipe and Mazatlán.",2009-04-03T15:57:14+0000,https://raisingtheroof.blogs.nytimes.com/2009/04/03/developer-continues-to-back-mexico-projects/
Change in Bank Rules Lifts Stocks,,2009-04-03T11:07:15+0000,https://dealbook.nytimes.com/2009/04/03/change-in-bank-rules-lifts-stocks/
Asian Stocks Soar on U.S. Homes Data,,2009-04-02T11:16:04+0000,https://dealbook.nytimes.com/2009/04/02/asian-stocks-soar-on-us-homes-data/
Change in Bank Rules Lifts Stocks,"Stocks around the world rose sharply on an interest-rate cut in Europe, tweaks to U.S. accounting standards and a plan for immense global aid.",2009-04-02T05:57:24+0000,https://www.nytimes.com/2009/04/03/business/03markets.html
European and Asian Markets Post Modest Recovery,,2009-03-31T10:54:01+0000,https://dealbook.nytimes.com/2009/03/31/european-and-asian-markets-post-modest-recovery/
